Item ID #,Supplier Stock Ref.,Cut,Carat,Color,Natural Fancy Color,Natural Fancy Color Intensity,Natural Fancy Color Overtone,Treated Color,Clarity,Cut Grade,Grading Lab,Certificate Number,Certificate Path,Image Path,Online Report,Video URL,3DViewer URL,Price Per Carat,Total Price,% Off IDEX List,Polish,Symmetry,Measurements Length,Measurements Width,Measurements Height,Depth,Table,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Girdle From,Girdle To,Culet Size,Culet Condition,Graining,Fluorescence Intensity,Fluorescence Color,Enhancement,Country,State / Region,Pair Stock Ref.,Asking Price For Pair,Shade,Milky,Black Inclusion,Eye Clean,Provenance Report,Provenance Number,Brand,Guaranteed Availability,
122870891,BR17524,Round,0.890,K,,,,,I3,,,,,,,,,153.38,136.51,-81,,,5.77,5.66,3.82,,,,,,,,,,,,,,,USA,Illinois,,153.3800,,,,,,,,Yes,
122871224,PC20597,Princess,0.490,J,,,,,I2,,,,,https://dtol-member-thumbnails.s3.amazonaws.com/1248/Images/6638402-PC20597.jpg,https://olympianinc.s3.us-east-2.amazonaws.com/PC20597.mp4,,,245.42,120.26,-59,,,4.25,4.12,3.09,,,,,,,,,,,,,,,USA,Illinois,,245.4200,,,,,,,,Yes,
123491561,MS329609,Round,1.820,,Black,Fancy,,,SI1,,EGL Other,US51930461D,,https://dtol-member-images.s3.amazonaws.com/1265/Images/5772968-329602_large.jpg,,,,250,455.00,,,,7.1,7.01,5.33,,,,,,,,,,,,,,Irradiated,USA,New York,,250.0000,,,,,,,,Yes,
123491562,MS329617,Round,1.900,,Black,Fancy,,,VS1,,EGL Other,US50271027D,,https://dtol-member-images.s3.amazonaws.com/1265/Images/5772965-370919_large-(3).jpg,,,,350,665.00,,,,6.91,6.86,5.87,,,,,,,,,,,,,,Irradiated,USA,New York,,350.0000,,,,,,,,Yes,
123491565,MS329624,Round,2.390,,Black,Fancy,,,SI1,,EGL Other,US50270113D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329624_US50270113D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5750400-329528_large-(2).jpg,,,,250,597.50,,,,7.87,7.74,5.87,,,,,,,,,,,,,,Irradiated,USA,New York,,250.0000,,,,,,,,Yes,
123491568,MS329626,Round,2.460,,Black,Fancy,,,SI1,,EGL Other,US50270103D,,https://dtol-member-images.s3.amazonaws.com/1265/Images/5772984-IMG_3358.jpg,,,,250,615.00,,,,7.48,7.4,6.48,,,,,,,,,,,,,,Irradiated,USA,New York,,250.0000,,,,,,,,Yes,
123491569,MS329627,Round,2.740,,Black,Fancy,,,I1,,EGL Other,US50270110D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329627_US50270110D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5750395-329627.jpg,,,,150,411.00,,,,8.2,8.05,6.58,,,,,,,,,,,,,,Irradiated,USA,New York,,150.0000,,,,,,,,Yes,
123491570,MS329637,Round,3.330,,Black,Fancy,,,SI1,,EGL Other,US50270209D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329637_US50270209D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5750399-329637.jpg,https://www.youtube.com/embed/MPuYv3dp-Tg,,,250,832.50,,,,8.61,8.53,6.78,,,,,,,,,,,,,,Irradiated,USA,New York,,250.0000,,,,,,,,Yes,
123491573,MS329645,Round,6.960,,Black,Fancy,,,SI1,,EGL Other,US51930346D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329645_US51930346D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5750402-329645.jpg,https://www.youtube.com/embed/nBgFAOl5Oh0,,,350,2436.00,,,,11.11,11.03,8.5,,,,,,,,,,,,,,Irradiated,USA,New York,,350.0000,,,,,,,,Yes,
123491574,MS329646,Round,7.590,,Black,Fancy,,,SI1,,EGL Other,US51930352D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329646_US51930352D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5750416-329646.jpg,,,,350,2656.50,,,,11.35,11.17,9.25,,,,,,,,,,,,,,Irradiated,USA,New York,,350.0000,,,,,,,,Yes,
123491575,MS329649,Cushion,3.350,,Black,Fancy,,,SI1,,EGL Other,US51930478D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329649_US51930478D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5750434-329649.jpg,https://www.youtube.com/embed/Gc61UxgBV50,,,250,837.50,,,,10.15,7.16,4.73,,,,,,,,,,,,,,Irradiated,USA,New York,,250.0000,,,,,,,,Yes,
123491576,MS329672,Emerald,0.950,,Black,Fancy,,,SI1,,EGL Other,US51929932D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/US51929932D[2].jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5772959-329672_large_alt_1000.jpg,https://www.youtube.com/embed/SkTAt8QnKEU,,,250,237.50,,,,7.81,4.25,2.39,,,,,,,,,,,,,,Irradiated,USA,New York,,250.0000,,,,,,,,Yes,
123491577,MS329674,Emerald,1.260,,Black,Fancy,,,VS1,,EGL Other,US49968703D,,https://dtol-member-images.s3.amazonaws.com/1265/Images/MS329674.jpg,,,,350,441.00,,,,6.37,5.86,2.98,,,,,,,,,,,,,,Irradiated,USA,New York,,350.0000,,,,,,,,Yes,
123491581,MS329699,Oval,0.780,,Black,Fancy,,,VS1,,EGL Other,US51930279D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329699_US51930279D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5763676-329699.jpg,,,,300,234.00,,,,7.44,4.89,2.63,,,,,,,,,,,,,,Irradiated,USA,New York,,300.0000,,,,,,,,Yes,
123491582,MS329700,Oval,0.820,,Black,Fancy,,,VS1,,EGL Other,US51930276D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329700_US51930276D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5751095-329700.jpg,,,,300,246.00,,,,7.19,5.26,2.19,,,,,,,,,,,,,,Irradiated,USA,New York,,300.0000,,,,,,,,Yes,
123491583,MS329704,Oval,1.070,,Black,Fancy,,,VS1,,EGL Other,US51930266D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329704_US51930266D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5763547-329704.jpg,,,,300,321.00,,,,6.74,5.25,2.99,,,,,,,,,,,,,,Irradiated,USA,New York,,300.0000,,,,,,,,Yes,
123491584,MS329705,Oval,1.080,,Black,Fancy,,,VS1,,EGL Other,US51929939D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329705_US51929939D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5763644-329705.jpg,,,,300,324.00,,,,6.89,5.86,2.91,,,,,,,,,,,,,,Irradiated,USA,New York,,300.0000,,,,,,,,Yes,
123491585,MS329706,Oval,1.080,,Black,Fancy,,,VS1,,EGL Other,US51930275D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329706_US51930275D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5763606-329705.jpg,,,,300,324.00,,,,7.62,5.72,2.87,,,,,,,,,,,,,,Irradiated,USA,New York,,300.0000,,,,,,,,Yes,
123491586,MS329707,Oval,1.110,,Black,Fancy,,,SI1,,EGL Other,US51929931D,https://deleay7hd9tqb.cloudfront.net/1265/Certificates/MS329707_US51929931D.jpg,https://dtol-member-images.s3.amazonaws.com/1265/Images/5763663-329705.jpg,,,,250,277.50,,,,7.26,4.93,3.32,,,,,,,,,,,,,,Irradiated,USA,New York,,250.0000,,,,,,,,Yes,